0.0,-0.0037826418576439977
0.022,-0.004220631967476461
0.045,-0.004379901098324629
0.066,-0.004340083815612588
0.089,-0.004429672701714682
0.111,-0.0032550628617094403
0.133,-0.0039419109884921665
0.155,-0.005365378845447671
0.177,-0.00574364303121207
0.199,-0.007077522002065481
0.222,-0.00572373438985605
0.243,-0.006330947951214691
0.266,-0.0046586220773089234
0.288,-0.006977978795285375
0.31,-0.008909117006819416
0.332,-0.010651123125471257
0.355,-0.011935230492934615
0.376,-0.016454492080751393
0.399,-0.01987877839398701
0.421,-0.02943492624487711
0.443,-0.047014256562243686
0.465,-0.06465331280367834
0.488,-0.08529857388987215
0.509,-0.11480318037949533
0.532,-0.1326811403172022
0.555,-0.151375354550506
0.576,-0.17339431189026525
0.599,-0.17644033401773648
0.621,-0.208154799697878
0.643,-0.25646311794826304
0.665,-0.30737946821628687
0.688,-0.348162320034096
0.709,-0.3701912316945332
0.732,-0.3953258914065098
0.754,-0.4294393483700519
0.776,-0.4692068594787039
0.798,-0.5105471532544816
0.82,-0.5391658252037618
0.842,-0.5719852204791626
0.865,-0.5959950419545239
0.886,-0.614052179664435
0.909,-0.6313428346821393
0.931,-0.644373040449655
0.953,-0.6613352028849849
0.975,-0.6995896572505793
0.998,-0.6647793978395766
1.019,-0.6799000109494746
1.042,-0.7150088999808176
1.064,-0.744712592884001
1.086,-0.7536515728528546
1.108,-0.7747447783695588
1.13,-0.7956588061140588
1.153,-0.8119739377053182
1.175,-0.8272239569840303
1.197,-0.8517215401726141
1.219,-0.8628405163699518
1.242,-0.8729939234615226
1.263,-0.8819428577510541
1.286,-0.8924148031043212
1.308,-0.9086005285267663
1.33,-0.9297136426848266
1.352,-0.9639465514965048
1.375,-1.0034751589088846
1.396,-0.996268230738005
1.419,-1.0031864836092221
1.441,-1.0387433170710758
1.463,-1.019989376913704
1.485,-1.041749521915835
1.508,-1.063479803955932
1.529,-1.0614491225376177
1.552,-1.0534956203158874
1.573,-1.057527120190482
1.596,-1.0604636447904947
1.618,-1.0513156240874033
1.64,-1.0429639490385523
1.662,-1.0201486460445521
1.685,-0.9994038417515783
1.707,-0.9819937348857378
1.729,-0.9580735022964786
1.751,-0.9366219412353659
1.773,-0.9183756714325727
1.796,-0.9051861965342087
1.817,-0.8650304669191142
1.84,-0.8635572274587686
1.862,-0.8444747947190225
1.884,-0.8261090730680931
1.906,-0.7698472525959776
1.929,-0.7482563310453729
1.95,-0.7060301027292522
1.973,-0.9837954669284578
1.994,-0.8281994804104753
2.017,-0.7230420367679722
2.039,-0.6122703562630711
2.061,-0.5813024646337804
2.083,-0.536508021582733
2.106,-0.5048731904680156
2.127,-0.4819583442672354
2.15,-0.4744826494380495
